pid,trial_type,rt,time_elapsed,cost,display_ev,problem_id,payoff_matrix,net_payoff,min_trial_secs,click_times,click_cost,payoff_value,probabilities,e_vs,payoff_index,choice_index,revealed_points,clicks,answers,correct,flag,block,trial_index,sigma,alpha
6,mouselab,8681.0,111473,8,False,JAHFEh04PXDWEXh,"[[63, -91, -11, -55, 96, 3], [-65, 27, -60, 70, 50, 51], [-102, 115, -103, 25, 14, 48], [-98, -92, 60, -3, 1, -133]]",60,0.0,[],0,60,"[0.02, 0.02, 0.09, 0.87]","[0, 0, 0, 0, 0, 0]",3,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct2,2,75,0.10000000000000002
6,mouselab,8784.0,122737,8,False,ltrwK3KJtmSGlBw,"[[83, -66, -139, -75, -108, 25], [66, 24, -21, 22, -17, -85], [32, 179, -29, -97, -50, -37], [104, 4, -93, 10, -56, 18]]",-50,0.0,[],0,-50,"[0.13, 0.02, 0.78, 0.07]","[0, 0, 0, 0, 0, 0]",2,4,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct3,0,75,0.10000000000000002
6,mouselab,1177.0,125489,8,False,mfqNgrWLCngjYvI,"[[-12, 85, 106, 92, -20, -73], [7, -60, -62, 29, -9, 16], [65, -31, 5, 113, -113, -100], [93, 111, 43, -124, -5, -39]]",-12,0.0,[],0,-12,"[0.94, 0.03, 0.01, 0.02]","[0, 0, 0, 0, 0, 0]",0,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct3,1,75,0.10000000000000002
6,mouselab,2016.0,129649,8,False,7AfAH9c0lNBVLIV,"[[-83, -94, 84, 49, 63, -113], [-38, 62, 44, -97, -40, 74], [72, 48, -105, 97, 19, -63], [68, -61, -21, 56, 24, -20]]",-61,0.0,[],0,-61,"[0.62, 0.01, 0.04, 0.33]","[0, 0, 0, 0, 0, 0]",3,1,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct3,2,75,0.10000000000000002
6,mouselab,1654.0,136936,8,False,YJJw7eiH44fE6qH,"[[134, -56, 47, -91, 36, -34], [-16, -58, -18, 83, 25, -12], [-50, -5, 151, -64, -117, 35], [-25, 70, -104, -123, 16, -106]]",-18,0.0,[],0,-18,"[0.14, 0.15, 0.68, 0.03]","[0, 0, 0, 0, 0, 0]",1,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,0,75,0.10000000000000002
6,mouselab,1400.0,139464,8,False,eewoJML5byS5lDR,"[[10, 31, 72, 53, 203, -42], [-94, -24, -108, 45, 60, 116], [68, -24, -24, -43, -56, 41], [-66, -108, -108, 5, -136, 62]]",-108,0.0,[],0,-108,"[0.33, 0.64, 0.01, 0.02]","[0, 0, 0, 0, 0, 0]",1,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,1,75,0.10000000000000002
6,mouselab,1224.0,141888,8,False,yROhrIV95LXvJ1R,"[[-55, 39, -93, 74, 65, -179], [-47, -38, 69, 46, -12, -26], [-55, -132, -10, 93, -70, -98], [52, -33, -3, -200, -11, 69]]",69,0.0,[],0,69,"[0.010000000000000009, 0.03, 0.03, 0.93]","[0, 0, 0, 0, 0, 0]",3,5,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,2,75,0.10000000000000002
6,mouselab,1184.0,144282,8,False,Lm1nZBkmZNobSeb,"[[100, -201, 72, -34, -17, -50], [-57, 21, 8, 98, 105, -11], [-11, -3, 18, -75, 35, -59], [-55, 10, -57, 2, 108, 55]]",105,0.0,[],0,105,"[0.01, 0.97, 0.01, 0.01]","[0, 0, 0, 0, 0, 0]",1,4,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,3,75,0.10000000000000002
6,mouselab,1422.0,146976,8,False,EBtdm5DVLUTiazA,"[[44, 57, 85, 66, -63, 28], [32, 37, 17, -160, -78, 47], [56, -23, -97, -76, -14, 61], [87, -20, 103, -44, -7, 73]]",-20,0.0,[],0,-20,"[0.05, 0.14, 0.16, 0.65]","[0, 0, 0, 0, 0, 0]",3,1,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,4,75,0.10000000000000002
6,mouselab,1400.0,150081,8,False,CZFDePZP6wfd4qg,"[[-82, 153, -40, -70, 121, -58], [12, 78, -86, 65, 134, 64], [69, 222, -92, -39, -86, 53], [113, -33, -36, 72, -26, -59]]",-86,0.0,[],0,-86,"[0.3, 0.55, 0.02, 0.13]","[0, 0, 0, 0, 0, 0]",1,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,5,75,0.10000000000000002
6,mouselab,1463.0,152696,8,False,uyFo6UBnSe6vCqF,"[[-72, 64, 61, -46, -20, -1], [-20, -121, 66, -119, 40, 35], [-61, 32, -62, -67, -72, 53], [61, 85, 8, 104, -41, -24]]",-119,0.0,[],0,-119,"[0.010000000000000009, 0.55, 0.01, 0.43]","[0, 0, 0, 0, 0, 0]",1,3,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,6,75,0.10000000000000002
6,mouselab,1544.0,155544,8,False,xTmr39yD9iUXlqP,"[[47, -20, -65, 9, 65, -56], [30, -69, -75, -32, -70, 12], [-84, -103, 52, -68, 8, -141], [51, -45, 65, -13, -16, 93]]",-103,0.0,[],0,-103,"[0.01, 0.02, 0.96, 0.01]","[0, 0, 0, 0, 0, 0]",2,1,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,7,75,0.10000000000000002
6,mouselab,1752.0,158409,8,False,PptganTKWvLZ9y6,"[[-35, 18, 9, 97, 17, -124], [-29, 46, 44, 186, 16, 15], [80, -188, -27, 161, -28, 15], [-23, -43, 69, 17, 84, 10]]",-29,0.0,[],0,-29,"[0.42, 0.45, 0.01, 0.12]","[0, 0, 0, 0, 0, 0]",1,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,8,75,0.10000000000000002
6,mouselab,1520.0,161240,8,False,LTxbnjhX1iv5NAN,"[[-86, 65, 86, -59, -30, -39], [107, -138, 63, 80, -95, 99], [79, 150, 45, -61, -35, 51], [-3, -97, -4, 92, 52, 62]]",86,0.0,[],0,86,"[0.9, 0.07, 0.01, 0.02]","[0, 0, 0, 0, 0, 0]",0,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,9,75,0.10000000000000002
6,mouselab,1248.0,164008,8,False,EERWIQNrLW4JRA6,"[[99, 14, 10, -242, -18, 23], [25, 165, 39, 1, -48, -16], [-27, -35, -36, 61, 71, -20], [-11, -126, -62, 80, -29, 172]]",14,0.0,[],0,14,"[0.86, 0.12, 0.01, 0.01]","[0, 0, 0, 0, 0, 0]",0,1,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,10,75,0.10000000000000002
6,mouselab,1361.0,166457,8,False,k0An2Ii20UXu5LR,"[[37, 56, 12, 21, -175, 26], [4, -93, 169, -84, -58, -1], [-85, -19, 7, 45, 9, 29], [1, -36, -68, -101, -101, -4]]",-58,0.0,[],0,-58,"[0.21, 0.59, 0.01, 0.19]","[0, 0, 0, 0, 0, 0]",1,4,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,11,75,0.10000000000000002
6,mouselab,1439.0,172080,8,False,j10Z4OmyIoqmliW,"[[18, -54, 54, 12, -17, 113], [-9, 46, -122, 66, 3, -8], [-43, 146, 46, 8, 97, -21], [48, -131, 41, -28, 16, 74]]",8,0.0,[],0,8,"[0.01, 0.93, 0.02, 0.04]","[0, 0, 0, 0, 0, 0]",2,3,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,12,75,0.10000000000000002
6,mouselab,3479.0,176744,8,False,pQrPhYPNV21ehiw,"[[79, 90, -29, 57, 0, -48], [-55, -100, -49, -65, -30, 15], [-47, -86, -34, 7, -25, -5], [-56, -86, -57, -99, 54, 74]]",0,0.0,[],0,0,"[0.02, 0.02, 0.85, 0.11]","[0, 0, 0, 0, 0, 0]",0,4,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,13,75,0.10000000000000002
6,mouselab,2568.0,180471,8,False,vNxd6eruRliKojq,"[[98, 2, -7, -133, 3, 55], [55, -78, -82, -65, -4, 73], [112, 32, 26, -119, 94, 27], [37, -42, -23, 148, 150, 12]]",-7,0.0,[],0,-7,"[0.64, 0.19, 0.15, 0.02]","[0, 0, 0, 0, 0, 0]",0,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,14,75,0.10000000000000002
6,mouselab,1504.0,183384,8,False,GD9tVC59venbHdN,"[[81, -8, 95, 70, -21, -39], [43, 17, 192, 9, -10, 31], [-37, -77, 82, 49, -58, 64], [-85, 69, 47, 118, -7, 24]]",64,0.0,[],0,64,"[0.76, 0.03, 0.18, 0.03]","[0, 0, 0, 0, 0, 0]",2,5,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,15,75,0.10000000000000002
6,mouselab,1872.0,186879,8,False,tXU6sLxtyjwBCUf,"[[-107, -137, -39, 84, -137, 142], [-144, 203, 38, 94, -66, 54], [-32, 137, -73, 138, -29, -47], [-5, 60, 145, 58, 69, -51]]",142,0.0,[],0,142,"[0.12, 0.72, 0.03, 0.13]","[0, 0, 0, 0, 0, 0]",0,5,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,16,75,0.10000000000000002
6,mouselab,1905.0,189839,8,False,uS8jTc5bj986muw,"[[-83, 71, -37, 64, -1, 3], [-14, -51, -6, -11, 17, -9], [2, 87, -100, -57, -62, 103], [75, -81, -119, -119, 46, -5]]",87,0.0,[],0,87,"[0.009999999999999898, 0.05, 0.93, 0.01]","[0, 0, 0, 0, 0, 0]",2,1,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,17,75,0.10000000000000002
6,mouselab,1281.0,192312,8,False,0LxhqpdnOxZwPx1,"[[24, 115, -107, 225, -128, 142], [41, -17, -121, -63, 33, 77], [41, -92, 3, -129, -45, 4], [179, 66, -79, 19, 58, -22]]",3,0.0,[],0,3,"[1.1102230246251565e-16, 0.08, 0.83, 0.09]","[0, 0, 0, 0, 0, 0]",2,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,18,75,0.10000000000000002
6,mouselab,3711.0,197184,8,False,n8N5uqbD11kHBB5,"[[-68, -23, -1, 35, -160, 13], [-159, 14, -32, 70, -15, -177], [-62, 60, 26, 5, 64, 37], [-68, -45, -139, 34, 41, -35]]",41,0.0,[],0,41,"[0.23, 0.09, 0.01, 0.67]","[0, 0, 0, 0, 0, 0]",3,4,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,19,75,0.10000000000000002
7,mouselab,22731.0,41581,0,True,dBNl5dzyNSRu5ql,"[[31, -118, 22, -56, -123, 88], [-31, 37, 39, 10, 24, 22], [-158, 22, -6, 27, -86, -51], [-47, -24, -25, -115, -32, 5]]",-158,20.0,[],0,-158,"[0.22, 0.04, 0.73, 0.01]","[0, 0, 0, 0, 0, 0]",2,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct1,0,75,0.10000000000000002
7,mouselab,9068.0,56124,0,True,nEeUZVFCAc1G4mc,"[[115, 98, -113, 170, -66, 96], [-22, -10, 102, -49, 146, 46], [-78, 49, 0, -76, 52, -110], [37, 69, 76, 38, -83, 48]]",-113,20.0,[],0,-113,"[0.27, 0.28, 0.03, 0.42]","[0, 0, 0, 0, 0, 0]",0,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct1,1,75,0.10000000000000002
7,mouselab,27981.0,86177,0,True,dFMyfhGUKf335Wq,"[[90, 62, 145, 68, -26, -111], [61, 34, 42, 76, -6, -2], [77, -83, -47, 73, 35, -78], [-79, 59, -13, 107, 117, 96]]",-111,20.0,[],0,-111,"[0.21, 0.18, 0.04, 0.57]","[0, 0, 0, 0, 0, 0]",0,5,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct1,2,75,0.10000000000000002
7,mouselab,440123.0,787133,0,True,FTaQr9Vc3N5BtN0,"[[182, 62, 39, 33, 75, -39], [2, 35, -4, -11, -128, 158], [12, 133, -72, 12, 58, 26], [64, 53, 15, 48, 79, -69]]",35,20.0,[],0,35,"[0.010000000000000009, 0.68, 0.13, 0.18]","[0, 0, 0, 0, 0, 0]",1,1,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct2,0,75,0.10000000000000002
7,mouselab,6055.0,794652,0,True,2H2K5rRCXUmUneF,"[[-5, 9, -43, -91, 22, -50], [5, -43, -53, -14, 80, 50], [-162, -65, -24, 26, 81, 48], [-84, -11, 14, -98, 153, 118]]",81,20.0,[],0,81,"[0.13, 0.01, 0.41, 0.45]","[0, 0, 0, 0, 0, 0]",2,4,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,dominating,instruct2,1,75,0.10000000000000002
7,mouselab,16848.0,813065,0,True,JAHFEh04PXDWEXh,"[[63, -91, -11, -55, 96, 3], [-65, 27, -60, 70, 50, 51], [-102, 115, -103, 25, 14, 48], [-98, -92, 60, -3, 1, -133]]",1,20.0,[],0,1,"[0.02, 0.02, 0.09, 0.87]","[0, 0, 0, 0, 0, 0]",3,4,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct2,2,75,0.10000000000000002
7,mouselab,126522.0,945923,0,True,ltrwK3KJtmSGlBw,"[[83, -66, -139, -75, -108, 25], [66, 24, -21, 22, -17, -85], [32, 179, -29, -97, -50, -37], [104, 4, -93, 10, -56, 18]]",32,20.0,"[112676, 116001, 117421, 118906, 119454, 122526, 123378, 125169]",0,32,"[0.13, 0.02, 0.78, 0.07]","[26, 0, -23, -76, -53, -29]",2,0,"[[0, 0, 0, 0, -108, 0], [66, 24, 0, 0, 0, 0], [32, 0, -29, -97, -50, -37], [0, 0, 0, 0, 0, 0]]","[17, 4, 14, 15, 16, 7, 6, 12]",,,,instruct3,0,75,0.10000000000000002
7,mouselab,35163.0,984142,0,True,mfqNgrWLCngjYvI,"[[-12, 85, 106, 92, -20, -73], [7, -60, -62, 29, -9, 16], [65, -31, 5, 113, -113, -100], [93, 111, 43, -124, -5, -39]]",106,20.0,"[6214, 7021, 7681, 8602, 9138, 9725, 10711, 11255, 11729, 12413, 12857, 13445, 15036, 17352, 18126, 21497, 22228, 22942, 32622]",0,106,"[0.94, 0.03, 0.01, 0.02]","[-9, 80, 99, 86, -19, -69]",0,2,"[[-12, 85, 106, 92, -20, -73], [7, -60, -62, 29, -9, 0], [65, -31, 5, 113, 0, 0], [93, 111, 43, -124, 0, 0]]","[0, 1, 2, 3, 4, 5, 13, 14, 15, 9, 8, 21, 20, 7, 19, 12, 18, 6, 10]",,,,instruct3,1,75,0.10000000000000002
7,mouselab,23467.0,1013863,0,True,7AfAH9c0lNBVLIV,"[[-83, -94, 84, 49, 63, -113], [-38, 62, 44, -97, -40, 74], [72, 48, -105, 97, 19, -63], [68, -61, -21, 56, 24, -20]]",-21,20.0,"[5511, 6103, 6739, 7425, 8074, 8726]",0,-21,"[0.62, 0.01, 0.04, 0.33]","[-51, -58, 52, 30, 39, -70]",3,2,"[[-83, -94, 84, 49, 63, -113], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[0, 1, 2, 3, 4, 5]",,,,instruct3,2,75,0.10000000000000002
7,mouselab,39162.0,1067231,0,True,YJJw7eiH44fE6qH,"[[134, -56, 47, -91, 36, -34], [-16, -58, -18, 83, 25, -12], [-50, -5, 151, -64, -117, 35], [-25, 70, -104, -123, 16, -106]]",-18,20.0,"[20427, 23173, 26998, 28469, 29842, 30556, 32739, 33673, 35550]",0,-18,"[0.14, 0.15, 0.68, 0.03]","[-34, -12, 100, -44, -80, 22]",1,2,"[[0, 0, 0, 0, 0, 0], [0, -58, -18, 0, 0, -12], [-50, -5, 151, -64, -117, 35], [0, 0, 0, 0, 0, 0]]","[12, 13, 15, 14, 16, 17, 8, 11, 7]",,,,test,0,75,0.10000000000000002
7,mouselab,24523.0,1094382,0,True,eewoJML5byS5lDR,"[[10, 31, 72, 53, 203, -42], [-94, -24, -108, 45, 60, 116], [68, -24, -24, -43, -56, 41], [-66, -108, -108, 5, -136, 62]]",60,20.0,"[10023, 11070, 11823, 12525, 14713, 15836, 19239, 20782, 21567]",0,60,"[0.33, 0.64, 0.01, 0.02]","[-60, -15, -69, 46, 105, 60]",1,4,"[[0, 0, 0, 53, 203, -42], [-94, -24, -108, 45, 60, 116], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[6, 7, 8, 9, 10, 11, 5, 4, 3]",,,,test,1,75,0.10000000000000002
7,mouselab,21734.0,1117788,0,True,yROhrIV95LXvJ1R,"[[-55, 39, -93, 74, 65, -179], [-47, -38, 69, 46, -12, -26], [-55, -132, -10, 93, -70, -98], [52, -33, -3, -200, -11, 69]]",69,20.0,"[3049, 4106, 4819, 5312, 5753, 7299]",0,69,"[0.010000000000000009, 0.03, 0.03, 0.93]","[48, -31, -3, -186, -10, 64]",3,5,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [52, -33, -3, -200, -11, 69]]","[18, 19, 20, 21, 22, 23]",,,,test,2,75,0.10000000000000002
7,mouselab,20836.0,1140538,0,True,Lm1nZBkmZNobSeb,"[[100, -201, 72, -34, -17, -50], [-57, 21, 8, 98, 105, -11], [-11, -3, 18, -75, 35, -59], [-55, 10, -57, 2, 108, 55]]",105,20.0,"[2674, 3411, 4075, 4662, 5244, 5836]",0,105,"[0.01, 0.97, 0.01, 0.01]","[-55, 20, 8, 95, 102, -11]",1,4,"[[0, 0, 0, 0, 0, 0], [-57, 21, 8, 98, 105, -11], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[6, 7, 8, 9, 10, 11]",,,,test,3,75,0.10000000000000002
7,mouselab,20295.0,1162765,0,True,EBtdm5DVLUTiazA,"[[44, 57, 85, 66, -63, 28], [32, 37, 17, -160, -78, 47], [56, -23, -97, -76, -14, 61], [87, -20, 103, -44, -7, 73]]",32,20.0,"[2586, 3689, 4292, 4816, 5348, 5878, 10842, 11773, 16218]",0,32,"[0.05, 0.14, 0.16, 0.65]","[66, -13, 51, -29, -5, 57]",1,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [56, 0, -97, 0, 0, 61], [87, -20, 103, -44, -7, 73]]","[18, 19, 20, 21, 22, 23, 14, 12, 17]",,,,test,4,75,0.10000000000000002
7,mouselab,49985.0,1214773,0,True,CZFDePZP6wfd4qg,"[[-82, 153, -40, -70, 121, -58], [12, 78, -86, 65, 134, 64], [69, 222, -92, -39, -86, 53], [113, -33, -36, 72, -26, -59]]",134,20.0,"[2866, 3662, 4293, 4821, 5373, 6004, 7110, 7809, 8735, 9373, 10392]",0,134,"[0.3, 0.55, 0.02, 0.13]","[-18, 89, -47, 15, 110, 18]",1,4,"[[-82, 153, 0, -70, 121, -58], [12, 78, -86, 65, 134, 64], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[6, 7, 8, 9, 10, 11, 5, 4, 0, 1, 3]",,,,test,5,75,0.10000000000000002
7,mouselab,25448.0,1242042,0,True,uyFo6UBnSe6vCqF,"[[-72, 64, 61, -46, -20, -1], [-20, -121, 66, -119, 40, 35], [-61, 32, -62, -67, -72, 53], [61, 85, 8, 104, -41, -24]]",66,20.0,"[11242, 12073, 12795, 13375, 14071, 14678, 17559, 18446, 19568]",0,66,"[0.010000000000000009, 0.55, 0.01, 0.43]","[-11, -67, 40, -65, 4, 9]",1,2,"[[0, 0, 0, 0, 0, 0], [-20, -121, 66, -119, 40, 35], [0, 0, 0, 0, 0, 0], [0, 0, 8, 0, -41, -24]]","[6, 7, 8, 9, 10, 11, 20, 22, 23]",,,,test,6,75,0.10000000000000002
7,mouselab,23624.0,1267083,0,True,xTmr39yD9iUXlqP,"[[47, -20, -65, 9, 65, -56], [30, -69, -75, -32, -70, 12], [-84, -103, 52, -68, 8, -141], [51, -45, 65, -13, -16, 93]]",52,20.0,"[2393, 2950, 3454, 3929, 4419, 4910]",0,52,"[0.01, 0.02, 0.96, 0.01]","[-81, -99, 50, -65, 8, -135]",2,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-84, -103, 52, -68, 8, -141], [0, 0, 0, 0, 0, 0]]","[12, 13, 14, 15, 16, 17]",,,,test,7,75,0.10000000000000002
7,mouselab,22029.0,1290687,0,True,PptganTKWvLZ9y6,"[[-35, 18, 9, 97, 17, -124], [-29, 46, 44, 186, 16, 15], [80, -188, -27, 161, -28, 15], [-23, -43, 69, 17, 84, 10]]",17,20.0,"[2339, 4171, 4705, 5180, 5714, 7747, 8439, 9002, 9807, 10577, 11213, 11848]",0,17,"[0.42, 0.45, 0.01, 0.12]","[-28, 28, 24, 124, 14, -45]",3,3,"[[-35, 18, 9, 97, 17, -124], [-29, 46, 44, 186, 16, 15], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[0, 6, 7, 8, 9, 3, 2, 1, 10, 11, 5, 4]",,,,test,8,75,0.10000000000000002
7,mouselab,20539.0,1313835,0,True,LTxbnjhX1iv5NAN,"[[-86, 65, 86, -59, -30, -39], [107, -138, 63, 80, -95, 99], [79, 150, 45, -61, -35, 51], [-3, -97, -4, 92, 52, 62]]",86,20.0,"[2303, 3159, 3891, 4496, 5315, 6111]",0,86,"[0.9, 0.07, 0.01, 0.02]","[-77, 59, 77, -53, -27, -35]",0,2,"[[-86, 65, 86, -59, -30, -39], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[0, 1, 2, 3, 4, 5]",,,,test,9,75,0.10000000000000002
7,mouselab,22969.0,1339750,0,True,EERWIQNrLW4JRA6,"[[99, 14, 10, -242, -18, 23], [25, 165, 39, 1, -48, -16], [-27, -35, -36, 61, 71, -20], [-11, -126, -62, 80, -29, 172]]",99,20.0,"[2800, 3406, 5252, 5980, 6471, 6907, 7662, 8252, 9367]",0,99,"[0.86, 0.12, 0.01, 0.01]","[88, 32, 13, -208, -15, 20]",0,0,"[[99, 14, 10, -242, -18, 23], [25, 165, 39, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[0, 1, 2, 3, 4, 5, 6, 7, 8]",,,,test,10,75,0.10000000000000002
7,mouselab,20605.0,1361959,0,True,k0An2Ii20UXu5LR,"[[37, 56, 12, 21, -175, 26], [4, -93, 169, -84, -58, -1], [-85, -19, 7, 45, 9, 29], [1, -36, -68, -101, -101, -4]]",169,20.0,"[2380, 3098, 3702, 4307, 5060, 5837, 8986, 16148]",0,169,"[0.21, 0.59, 0.01, 0.19]","[10, -55, 102, -50, -34, -1]",1,2,"[[37, 0, 12, 0, 0, 0], [4, -93, 169, -84, -58, -1], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[6, 7, 8, 9, 10, 11, 2, 0]",,,,test,11,75,0.10000000000000002
7,mouselab,20476.0,1389262,0,True,j10Z4OmyIoqmliW,"[[18, -54, 54, 12, -17, 113], [-9, 46, -122, 66, 3, -8], [-43, 146, 46, 8, 97, -21], [48, -131, 41, -28, 16, 74]]",66,20.0,"[4137, 4896, 5711, 6446, 7150, 7799]",0,66,"[0.01, 0.93, 0.02, 0.04]","[-8, 43, -113, 61, 3, -7]",1,3,"[[0, 0, 0, 0, 0, 0], [-9, 46, -122, 66, 3, -8], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[6, 7, 8, 9, 10, 11]",,,,test,12,75,0.10000000000000002
7,mouselab,30529.0,1421201,0,True,pQrPhYPNV21ehiw,"[[79, 90, -29, 57, 0, -48], [-55, -100, -49, -65, -30, 15], [-47, -86, -34, 7, -25, -5], [-56, -86, -57, -99, 54, 74]]",15,20.0,"[2512, 3100, 3636, 4288, 4907, 5521, 6708, 7389]",0,15,"[0.02, 0.02, 0.85, 0.11]","[-40, -73, -29, -5, -15, -4]",1,5,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-47, -86, -34, 7, -25, -5], [0, 0, 0, -99, 54, 0]]","[12, 13, 14, 15, 16, 17, 22, 21]",,,,test,13,75,0.10000000000000002
