pid,mu,alpha,sigma,cost,bonus_rate,n_comprehension,bonus,total_time,params,start_time,browser,version,gender,age,education,wage,pass_check1,pass_check2,pass_instruct1,pass_instruct2,pass_instruct3,instruct_time
135,0,3.1622776601683813,75,4,0.002,3.0,2.11,527272.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T19:08:20.455Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,45,grad,4,1.0,1.0,1.0,1.0,1.0,6.237266666666667
2267,0,3.1622776601683813,150,1,0.002,3.0,3.6060000000000003,679115.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T19:08:30.322Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,32,college,4,1.0,1.0,1.0,0.6666666666666666,1.0,5.959833333333333
1003,0,3.1622776601683813,150,1,0.002,3.0,2.758,435157.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T19:42:39.916Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,32,secondary,8,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,4.842416666666667
1865,0,1.0000000000000004,75,2,0.002,3.0,1.92,578171.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T20:24:51.296Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,35,college,5.00,1.0,1.0,1.0,1.0,1.0,5.23935
2415,0,10.000000000000009,150,1,0.002,3.0,0.008,175210.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T20:28:00.853Z,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",1.0,female,30,college,0,1.0,1.0,0.0,0.0,0.6666666666666666,2.2433833333333335
350,0,0.31622776601683805,150,8,0.002,3.0,3.072,348156.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T20:30:31.705Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,male,40,college,5,1.0,1.0,1.0,1.0,1.0,4.573716666666667
2961,0,0.31622776601683805,75,4,0.002,3.0,1.276,540646.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:12:31.706Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,29,college,5,1.0,1.0,1.0,1.0,1.0,5.505816666666667
1510,0,1.0000000000000004,75,1,0.002,3.0,0.47,641400.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:12:38.745Z,"Mozilla/5.0 (Linux; Android 4.4.2; A463BG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36",1.0,female,45,grad,3,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,7.722666666666667
930,0,10.000000000000009,75,0,0.002,3.0,3.234,665852.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:12:36.796Z,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,42,college,15,1.0,1.0,1.0,1.0,1.0,5.7856
177,0,0.31622776601683805,75,0,0.002,3.0,4.8580000000000005,764978.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:12:33.729Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,38,college,4,1.0,1.0,1.0,1.0,1.0,7.5478
788,0,1.0000000000000004,150,4,0.002,3.0,0.99,371812.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T21:01:31.854Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,other,19,college,2,1.0,1.0,1.0,1.0,1.0,3.4651666666666667
2511,0,0.31622776601683805,75,1,0.002,3.0,1.052,413673.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:12:47.727Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,female,43,college,10,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,4.56865
1489,0,0.31622776601683805,150,0,0.002,3.0,8.0,656228.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T21:01:36.196Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,38,college,0.50,1.0,1.0,1.0,1.0,1.0,6.624433333333333
2584,0,10.000000000000009,75,8,0.002,3.0,1.368,616758.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T21:34:38.694Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",1.0,female,26,college,5,1.0,1.0,1.0,1.0,1.0,7.17255
2716,0,10.000000000000009,150,0,0.002,3.0,4.654,444973.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:12:56.734Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,36,college,12.00,1.0,1.0,1.0,1.0,1.0,4.7853
555,0,10.000000000000009,150,8,0.002,3.0,4.416,643403.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T19:08:29.322Z,"Mozilla/5.0 (X11; CrOS aarch64 12607.82.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.123 Safari/537.36",1.0,female,42,college,4,1.0,1.0,0.6666666666666666,1.0,1.0,6.539833333333333
1582,0,1.0000000000000004,150,4,0.002,3.0,5.787999999999999,767791.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T21:02:22.650Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,42,college,3,1.0,1.0,1.0,1.0,1.0,7.2138
568,0,1.0000000000000004,150,4,0.002,3.0,4.364,561567.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T21:36:09.650Z,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36",1.0,male,35,college,30,1.0,1.0,1.0,1.0,1.0,5.016666666666667
1980,0,1.0000000000000004,75,4,0.002,3.0,1.196,444233.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T21:35:35.837Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,47,college,15,1.0,1.0,1.0,1.0,1.0,4.220933333333333
2298,0,0.10000000000000002,150,2,0.002,3.0,3.168,564131.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:12:57.411Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,52,college,10,1.0,1.0,1.0,1.0,0.0,6.1328
1545,0,10.000000000000009,150,8,0.002,3.0,2.342,595392.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T21:03:28.621Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,32,secondary,3,1.0,1.0,1.0,1.0,0.3333333333333333,8.27175
223,0,1.0000000000000004,150,8,0.002,3.0,3.1719999999999997,429564.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:13:11.827Z,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,male,23,college,9,1.0,1.0,1.0,1.0,0.3333333333333333,4.434666666666667
34,0,0.31622776601683805,150,8,0.002,3.0,6.152,658354.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:13:13.830Z,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,female,69,college,1.50,1.0,1.0,1.0,1.0,0.3333333333333333,7.191816666666667
2043,0,0.10000000000000002,75,4,0.002,3.0,3.51,917517.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:14:32.562Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,68,grad,3,1.0,1.0,1.0,1.0,1.0,9.903766666666666
562,0,0.10000000000000002,75,8,0.002,3.0,0.524,447797.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:14:19.231Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,51,college,5,1.0,1.0,1.0,1.0,0.6666666666666666,4.920966666666667
70,0,3.1622776601683813,150,8,0.002,3.0,4.948,536759.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:13:05.851Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,29,grad,1,1.0,1.0,1.0,1.0,1.0,5.3194333333333335
2366,0,3.1622776601683813,150,4,0.002,3.0,5.19,598400.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T21:02:59.774Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,31,college,8.00,1.0,1.0,1.0,1.0,1.0,5.940466666666667
2201,0,10.000000000000009,150,1,0.002,3.0,4.3420000000000005,648923.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T20:31:43.533Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,30,college,3,1.0,1.0,1.0,1.0,1.0,4.488483333333333
2334,0,0.31622776601683805,75,1,0.002,3.0,1.256,690450.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T19:08:51.485Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,25,college,3,1.0,1.0,1.0,1.0,0.6666666666666666,6.402533333333333
2402,0,3.1622776601683813,75,2,0.002,3.0,2.66,550240.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T19:07:32.893Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,32,college,10,1.0,1.0,1.0,1.0,1.0,5.8036
2482,0,3.1622776601683813,150,4,0.002,3.0,4.07,693192.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T19:08:38.845Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,46,college,10,1.0,1.0,1.0,0.6666666666666666,1.0,8.317383333333334
2925,0,3.1622776601683813,150,2,0.002,3.0,3.872,355301.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T19:08:47.183Z,"Mozilla/5.0 (X11; CrOS x86_64 12607.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.119 Safari/537.36",1.0,female,29,college,5.50,1.0,1.0,1.0,0.6666666666666666,1.0,3.69565
927,0,3.1622776601683813,150,1,0.002,3.0,6.466,1447253.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:13:53.797Z,"Mozilla/5.0 (X11; CrOS x86_64 12239.92.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.136 Safari/537.36",1.0,male,35,college,5.25,1.0,1.0,1.0,1.0,1.0,20.206833333333332
2462,0,3.1622776601683813,150,2,0.002,3.0,2.27,1303193.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T20:14:55.754Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,45,college,2,1.0,1.0,1.0,1.0,1.0,17.432566666666666
877,0,3.1622776601683813,75,8,0.002,3.0,0.718,504970.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T21:00:44.928Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36 OPR/66.0.3515.44",1.0,male,31,college,5,1.0,1.0,1.0,1.0,1.0,5.3479833333333335
2466,0,1.0000000000000004,150,8,0.002,3.0,2.01,287595.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:13:34.502Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,28,grad,3,1.0,1.0,0.0,1.0,0.0,3.1485166666666666
2226,0,10.000000000000009,75,8,0.002,3.0,1.4,500183.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:14:00.846Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,22,college,4,1.0,1.0,1.0,1.0,1.0,5.809266666666667
2896,0,1.0000000000000004,150,1,0.002,3.0,4.5520000000000005,643977.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:13:46.260Z,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",1.0,male,39,secondary,2.00,1.0,1.0,1.0,1.0,1.0,8.216066666666666
88,0,0.10000000000000002,75,0,0.002,3.0,2.89,756819.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T20:32:12.564Z,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,male,37,college,8,1.0,1.0,1.0,1.0,1.0,6.3385
1784,0,3.1622776601683813,150,2,0.002,3.0,5.398,660039.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:13:49.951Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,39,college,8,1.0,1.0,1.0,0.6666666666666666,1.0,4.528683333333333
1032,0,3.1622776601683813,75,0,0.002,3.0,2.86,807094.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T03:04:07.620Z,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,41,grad,3.50,1.0,1.0,1.0,1.0,1.0,6.382783333333333
622,0,3.1622776601683813,150,4,0.002,3.0,2.356,904429.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:55:45.833Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,21,college,$7,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,8.096333333333334
90,0,0.10000000000000002,150,2,0.002,3.0,2.9539999999999997,386590.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T19:08:55.306Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,27,college,6,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,4.737916666666667
1830,0,0.10000000000000002,75,1,0.002,3.0,3.298,698297.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T19:08:59.379Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,33,grad,5,1.0,1.0,1.0,1.0,1.0,6.71095
1856,0,0.31622776601683805,150,2,0.002,3.0,3.776,394294.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T19:08:53.306Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",1.0,female,29,college,.5,1.0,1.0,1.0,1.0,1.0,4.178866666666667
1965,0,3.1622776601683813,150,1,0.002,3.0,1.878,1706718.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T23:42:47.707Z,"Mozilla/5.0 (X11; CrOS x86_64 12239.92.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.136 Safari/537.36",1.0,male,50,college,2,1.0,1.0,1.0,1.0,1.0,21.626716666666667
535,0,3.1622776601683813,75,1,0.002,3.0,2.334,506221.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:14:59.882Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,46,college,2,1.0,1.0,1.0,1.0,1.0,4.880283333333334
514,0,0.31622776601683805,150,1,0.002,3.0,4.3020000000000005,461756.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:15:35.957Z,"Mozilla/5.0 (X11; CrOS x86_64 12607.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.119 Safari/537.36",1.0,male,56,primary,7.5,1.0,1.0,0.3333333333333333,1.0,1.0,4.094266666666667
515,0,3.1622776601683813,75,4,0.002,3.0,0.22399999999999998,,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:17:51.266Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,34,college,12,1.0,1.0,1.0,0.6666666666666666,0.0,2.30475
1423,0,1.0000000000000004,150,8,0.002,3.0,2.766,733059.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T19:09:10.788Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,26,secondary,4,1.0,1.0,1.0,1.0,1.0,6.927033333333333
2999,0,10.000000000000009,75,2,0.002,3.0,0.65,358574.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T19:08:58.165Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,31,college,5,1.0,1.0,1.0,1.0,1.0,3.4902166666666665
755,0,3.1622776601683813,75,8,0.002,3.0,0.0,311668.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:14:34.743Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",1.0,male,35,college,13,1.0,1.0,1.0,0.0,1.0,3.5758666666666667
1923,0,0.31622776601683805,75,8,0.002,3.0,1.888,588916.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T21:04:53.569Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,male,40,college,10,1.0,1.0,1.0,1.0,1.0,5.972466666666667
