pid,alpha,bonus_rate,cost,sigma,min_trial_secs,n_comprehension,mu,shuffle_trials,display_ev,bonus,start_time,params,browser,total_time,version,gender,age,education,wage,pass_check1,pass_check2,pass_instruct1,pass_instruct2,pass_instruct3,instruct_time
59,3.1622776601683813,0.002,4,75,0.0,3.0,0,False,False,1.558,2021-01-12T21:38:18.972Z,"{u'alpha': 3.162277660168381, u'bonus_rate': 0.002, u'cost': 4, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 0, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': False}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",470325.0,2.2,male,28,college,1,1.0,1.0,0.6666666666666666,False,0.3333333333333333,5.2648
41,3.1622776601683813,0.002,1,75,0.0,3.0,0,False,False,1.7380000000000002,2021-01-12T21:45:49.779Z,"{u'alpha': 3.162277660168381, u'bonus_rate': 0.002, u'cost': 1, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 0, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': False}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",247185.0,2.2,female,29,college,8,1.0,1.0,1.0,True,0.0,2.6866333333333334
48,3.1622776601683813,0.002,1,75,0.0,3.0,0,False,False,2.738,2021-01-12T21:44:10.784Z,"{u'alpha': 3.162277660168381, u'bonus_rate': 0.002, u'cost': 1, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 0, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': False}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",578572.0,2.2,male,23,college,10,1.0,1.0,1.0,True,1.0,5.125733333333334
1,0.31622776601683805,0.002,1,75,0.0,3.0,0,False,False,0.892,2021-01-12T21:48:03.416Z,"{u'alpha': 0.31622776601683805, u'bonus_rate': 0.002, u'cost': 1, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 0, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': False}","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",434330.0,2.2,female,59,college,7,1.0,1.0,1.0,True,1.0,4.554
19,0.31622776601683805,0.002,1,75,0.0,3.0,0,False,False,3.88,2021-01-12T22:06:15.238Z,"{u'alpha': 0.31622776601683805, u'bonus_rate': 0.002, u'cost': 1, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 0, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': False}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.80 Safari/537.36",806276.0,2.2,male,59,grad,4,1.0,1.0,1.0,True,1.0,8.808516666666666
51,3.1622776601683813,0.002,4,75,20.0,3.0,0,False,True,0.392,2021-01-12T22:05:35.735Z,"{u'alpha': 3.162277660168381, u'bonus_rate': 0.002, u'cost': 4, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 20, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': True}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 Edg/84.0.522.52",803265.0,2.2,male,42,college,100,1.0,1.0,1.0,True,1.0,3.1884166666666665
53,3.1622776601683813,0.002,4,75,20.0,3.0,0,False,True,1.18,2021-01-12T22:05:29.548Z,"{u'alpha': 3.162277660168381, u'bonus_rate': 0.002, u'cost': 4, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 20, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': True}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",954645.0,2.2,male,24,college,10,1.0,1.0,1.0,True,1.0,6.087733333333333
31,0.31622776601683805,0.002,4,75,20.0,3.0,0,False,True,2.008,2021-01-12T22:44:13.141Z,"{u'alpha': 0.31622776601683805, u'bonus_rate': 0.002, u'cost': 4, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 20, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': True}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",977707.0,2.2,male,35,college,9,1.0,1.0,1.0,True,1.0,7.3302
25,0.31622776601683805,0.002,1,75,0.0,3.0,0,False,False,2.324,2021-01-12T22:59:31.758Z,"{u'alpha': 0.31622776601683805, u'bonus_rate': 0.002, u'cost': 1, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 0, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': False}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",549329.0,2.2,male,33,college,15,1.0,1.0,1.0,True,1.0,5.8338833333333335
32,3.1622776601683813,0.002,4,75,20.0,3.0,0,False,True,0.0,2021-01-12T22:47:35.499Z,"{u'alpha': 3.162277660168381, u'bonus_rate': 0.002, u'cost': 4, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 20, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': True}",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,788631.0,2.2,male,27,college,10,1.0,1.0,0.3333333333333333,True,1.0,4.1462
10,3.1622776601683813,0.002,1,75,0.0,3.0,0,False,False,2.11,2021-01-12T22:30:39.716Z,"{u'alpha': 3.162277660168381, u'bonus_rate': 0.002, u'cost': 1, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 0, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': False}","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",423739.0,2.2,female,29,college,12,1.0,1.0,1.0,True,1.0,3.5050833333333333
27,3.1622776601683813,0.002,1,75,20.0,3.0,0,False,True,0.0,2021-01-12T22:26:48.499Z,"{u'alpha': 3.162277660168381, u'bonus_rate': 0.002, u'cost': 1, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 20, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': True}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",827160.0,2.2,male,41,college,15,1.0,1.0,1.0,True,1.0,5.6920166666666665
23,3.1622776601683813,0.002,4,75,0.0,3.0,0,False,False,0.726,2021-01-12T22:18:17.778Z,"{u'alpha': 3.162277660168381, u'bonus_rate': 0.002, u'cost': 4, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 0, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': False}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",736468.0,2.2,male,44,secondary,8,1.0,1.0,1.0,True,1.0,8.4298
56,3.1622776601683813,0.002,1,75,20.0,3.0,0,False,True,2.16,2021-01-12T22:37:24.709Z,"{u'alpha': 3.162277660168381, u'bonus_rate': 0.002, u'cost': 1, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 20, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': True}","Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",1547191.0,2.2,female,40,college,3,1.0,1.0,1.0,True,1.0,9.377516666666667
8,0.31622776601683805,0.002,4,75,20.0,3.0,0,False,True,2.688,2021-01-12T22:29:55.292Z,"{u'alpha': 0.31622776601683805, u'bonus_rate': 0.002, u'cost': 4, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 20, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': True}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",843876.0,2.2,female,46,college,12,1.0,1.0,1.0,True,1.0,6.06895
15,0.31622776601683805,0.002,1,75,20.0,3.0,0,False,True,3.742,2021-01-12T22:44:09.034Z,"{u'alpha': 0.31622776601683805, u'bonus_rate': 0.002, u'cost': 1, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 20, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': True}","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.284",925730.0,2.2,male,35,secondary,10,1.0,1.0,1.0,True,0.6666666666666666,7.547066666666667
37,0.31622776601683805,0.002,4,75,0.0,3.0,0,False,False,1.206,2021-01-12T23:28:10.327Z,"{u'alpha': 0.31622776601683805, u'bonus_rate': 0.002, u'cost': 4, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 0, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': False}","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",531695.0,2.2,male,34,college,9,1.0,1.0,1.0,True,1.0,5.212033333333333
29,3.1622776601683813,0.002,1,75,0.0,3.0,0,False,False,2.85,2021-01-12T23:06:57.034Z,"{u'alpha': 3.162277660168381, u'bonus_rate': 0.002, u'cost': 1, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 0, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': False}","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",848086.0,2.2,male,58,college,12,1.0,1.0,1.0,True,1.0,9.7404
17,0.31622776601683805,0.002,1,75,20.0,3.0,0,False,True,3.102,2021-01-12T23:07:38.080Z,"{u'alpha': 0.31622776601683805, u'bonus_rate': 0.002, u'cost': 1, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 20, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': True}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 Edg/84.0.522.52",762923.0,2.2,female,33,college,9.50,1.0,1.0,1.0,True,1.0,5.045716666666666
44,3.1622776601683813,0.002,4,75,0.0,3.0,0,False,False,0.0,2021-01-12T23:35:38.139Z,"{u'alpha': 3.162277660168381, u'bonus_rate': 0.002, u'cost': 4, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 0, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': False}","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",1112349.0,2.2,male,42,college,9,1.0,1.0,1.0,True,1.0,11.819183333333333
50,0.31622776601683805,0.002,4,75,20.0,3.0,0,False,True,2.372,2021-01-12T23:13:28.239Z,"{u'alpha': 0.31622776601683805, u'bonus_rate': 0.002, u'cost': 4, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 20, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': True}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",823151.0,2.2,male,31,college,12,1.0,1.0,1.0,True,1.0,5.5487
45,0.31622776601683805,0.002,4,75,0.0,3.0,0,False,False,1.86,2021-01-13T00:59:12.310Z,"{u'alpha': 0.31622776601683805, u'bonus_rate': 0.002, u'cost': 4, u'n_trial': 20, u'sigma': 75, u'min_trial_secs': 0, u'n_dominating': 3, u'n_comprehension': 3, u'mu': 0, u'shuffle_trials': False, u'display_EV': False}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",733477.0,2.2,male,38,college,8.00,1.0,1.0,1.0,True,0.3333333333333333,7.59665
