pid,time_elapsed,trial_type,rt,payoff_matrix,cost,click_cost,choice_index,clicks,payoff_value,probabilities,net_payoff,payoff_index,click_times,answers,correct,block,trial_index
5,336261,mouselab,14128.0,"[[2, 256, -76, 0, -40, -22], [-63, 30, 65, -93, 4, -62], [-50, -39, -104, -89, -78, 52], [160, 50, 39, -11, -5, 25]]",2,14,1,"[19, 13, 20, 14, 21, 18, 12]",50,"[0.16, 0.21, 0.29, 0.34]",36,3,"[3079, 4879, 6487, 7119, 8199, 9775, 10735]",,,test,4
5,348260,mouselab,9512.0,"[[89, -44, 33, -36, -1, 85], [86, -57, -83, -7, -84, 3], [-41, 5, 15, -233, 3, 117], [0, -76, 43, 18, -108, 27]]",2,8,5,"[13, 15, 17, 5]",117,"[0.22, 0.17, 0.42, 0.19]",109,2,"[3103, 5095, 6263, 9015]",,,test,5
5,361021,mouselab,9104.0,"[[169, -84, -32, -72, 31, -73], [-180, 28, -13, 56, 104, 192], [-50, 149, 21, -21, -209, 2], [-13, 105, -70, -19, -18, -144]]",2,10,5,"[6, 8, 11, 17, 5]",-73,"[0.22, 0.41, 0.22, 0.15]",-83,0,"[2864, 3752, 4800, 7360, 8008]",,,test,6
5,376197,mouselab,11671.0,"[[168, -58, 51, 111, -26, 69], [88, 5, 77, 10, -24, -80], [-71, -11, -134, -113, -95, -26], [51, -25, 217, -109, -150, 97]]",2,16,0,"[12, 14, 16, 17, 15, 13, 18, 0]",168,"[0.26, 0.15, 0.3, 0.29]",152,0,"[2791, 3663, 4415, 5079, 5687, 6208, 9215, 10735]",,,test,7
5,395516,mouselab,16952.0,"[[-114, 27, 21, -66, 53, -138], [59, 64, -161, -122, 1, 113], [-24, -79, 39, 189, -88, 43], [-1, 99, 82, -35, 26, 13]]",2,18,2,"[12, 16, 4, 10, 0, 1, 13, 2, 14]",82,"[0.28, 0.23, 0.29, 0.2]",64,3,"[2815, 3686, 5487, 8407, 10654, 11999, 13751, 14767, 15583]",,,test,8
5,405012,mouselab,7624.0,"[[-111, -68, -75, 81, -99, 30], [-115, -46, 59, -35, 7, -76], [123, -5, -127, -61, 37, 79], [-78, 30, 148, -45, 19, -6]]",2,10,4,"[7, 9, 11, 16, 10]",37,"[0.21, 0.3, 0.29, 0.2]",27,2,"[2247, 3111, 3863, 5007, 6447]",,,test,9
7,18548,mouselab,10740.0,"[[93, -48, -56, 64, 29, 8], [35, -57, 46, 113, 72, 97], [107, -126, -70, -22, -90, 21], [-54, 83, -106, -70, -45, -7]]",2,0,0,[],-54,"[0.2, 0.2, 0.1, 0.5]",-54,3,[],,,instruct1,0
7,22293,mouselab,2181.0,"[[93, -48, -56, 64, 29, 8], [35, -57, 46, 113, 72, 97], [107, -126, -70, -22, -90, 21], [-54, 83, -106, -70, -45, -7]]",2,0,1,[],-48,"[0.2, 0.2, 0.1, 0.5]",-48,0,[],,,instruct1,1
7,24666,mouselab,1128.0,"[[93, -48, -56, 64, 29, 8], [35, -57, 46, 113, 72, 97], [107, -126, -70, -22, -90, 21], [-54, 83, -106, -70, -45, -7]]",2,0,2,[],-106,"[0.2, 0.2, 0.1, 0.5]",-106,3,[],,,instruct1,2
7,75049,mouselab,6502.0,"[[-37, 94, -82, 130, 84, 86], [-116, 16, -25, 49, -68, -51], [74, -101, 40, 112, -116, 84], [-65, 154, 76, 172, 114, -89]]",2,0,3,[],172,"[0.01, 0.27, 0.02, 0.7]",172,3,[],,,instruct2,0
7,80117,mouselab,3723.0,"[[36, 124, -14, 153, -20, -116], [13, -58, 30, 72, -56, 36], [-12, 59, -37, 82, 48, -121], [78, -32, -40, 215, 200, 63]]",2,0,3,[],153,"[0.91, 0.01, 0.03, 0.05]",153,0,[],,,instruct2,1
7,85272,mouselab,4203.0,"[[110, 101, -112, -12, 44, 59], [239, 24, -9, 2, -107, 203], [156, -9, 121, -8, 4, 54], [109, 80, -17, -94, 47, -102]]",2,0,0,[],110,"[0.85, 0.02, 0.11, 0.02]",110,0,[],,,instruct2,2
7,93382,mouselab,4423.0,"[[-1, 11, -81, -4, 90, -142], [104, 56, -130, 165, -59, 0], [152, 24, 21, 22, -30, 28], [-249, 79, 17, -34, 90, 72]]",2,0,1,[],11,"[0.96, 0.01, 0.02, 0.01]",11,0,[],,,instruct3,0
7,97867,mouselab,1236.0,"[[81, 16, -68, -23, 56, -182], [-2, -61, 9, 147, 78, -18], [-14, -90, -87, 107, 188, -135], [13, 12, -104, 127, -1, 136]]",2,0,2,[],-87,"[0.07, 0.3, 0.48, 0.15]",-87,2,[],,,instruct3,1
7,102234,mouselab,2011.0,"[[-3, -50, 25, -11, 50, -58], [51, -19, 93, 15, -27, -19], [-30, -53, -146, -106, -87, 89], [99, 54, -6, -54, -31, 8]]",2,0,2,[],-146,"[0.04, 0.01, 0.4, 0.55]",-146,2,[],,,instruct3,2
7,106626,mouselab,729.0,"[[-77, 110, -62, 21, 40, -30], [66, -102, 76, -55, -20, -101], [11, 84, 26, -51, 43, 20], [70, 19, 19, 166, -46, 49]]",2,0,3,[],-55,"[0.03, 0.5, 0.05, 0.42]",-55,1,[],,,test,0
7,108289,mouselab,745.0,"[[-174, -28, 70, -46, 25, 48], [25, 54, -45, -47, 27, -92], [-63, -56, -63, 122, 11, -230], [22, 90, 31, 17, -154, 78]]",2,0,1,[],54,"[0.25, 0.59, 0.09, 0.07]",54,1,[],,,test,1
7,110722,mouselab,584.0,"[[168, -49, 128, -56, -15, -53], [138, -186, 88, -39, -132, -62], [15, -31, 89, -41, 18, -44], [-4, 64, -129, -18, 169, -83]]",2,0,5,[],-44,"[0.11, 0.74, 0.14, 0.01]",-44,2,[],,,test,2
7,112416,mouselab,622.0,"[[-35, 38, 28, -24, 73, 69], [-162, 45, 70, 24, -79, 27], [127, 130, -93, -33, -20, -9], [-42, -50, -21, 98, 158, 37]]",2,0,0,[],-35,"[0.79, 0.16, 0.04, 0.01]",-35,0,[],,,test,3
7,116477,mouselab,661.0,"[[100, -23, -23, 34, -135, 41], [96, -59, 48, -128, 119, 156], [47, 139, -136, -25, 110, -57], [-13, -17, 58, 147, 32, -47]]",2,0,2,[],-136,"[0.33, 0.26, 0.36, 0.05]",-136,2,[],,,test,4
7,120168,mouselab,1233.0,"[[-13, -27, 28, -101, 82, 144], [30, 63, -54, -193, -9, -4], [-19, -88, 62, -2, -139, -38], [-52, 21, -150, 8, 143, -92]]",2,0,3,[],8,"[0.01, 0.06, 0.55, 0.38]",8,3,[],,,test,5
7,121791,mouselab,628.0,"[[-76, -6, -27, -29, -131, -11], [80, 113, -24, -84, -97, 59], [-15, -5, -33, -11, -18, 23], [-60, 83, 202, 36, 27, -19]]",2,0,4,[],-97,"[0.18, 0.52, 0.29, 0.01]",-97,1,[],,,test,6
7,123532,mouselab,638.0,"[[-22, -63, 123, 75, 31, 24], [-129, 108, 124, 32, -110, 42], [83, -137, -3, -81, 77, -22], [24, -135, 107, -42, 39, -78]]",2,0,1,[],-135,"[0.06000000000000001, 0.28, 0.25, 0.41]",-135,3,[],,,test,7
7,125103,mouselab,542.0,"[[19, 73, -36, 18, 113, 11], [-166, -49, -8, 21, 121, -102], [-69, -72, 39, -43, -30, -164], [56, 32, -137, 102, -68, 18]]",2,0,2,[],-36,"[0.24, 0.43, 0.14, 0.19]",-36,0,[],,,test,8
7,127282,mouselab,639.0,"[[64, 100, -77, 1, -31, 22], [-109, -58, 133, -29, -12, 73], [27, -57, 107, 18, -2, -10], [81, 41, 5, 10, -60, 203]]",2,0,2,[],5,"[0.49, 0.24, 0.02, 0.25]",5,3,[],,,test,9
14,48150,mouselab,41448.0,"[[-148, 9, -15, -32, -27, -91], [170, -28, -148, 118, -33, -10], [-18, 76, 0, -54, 54, -19], [33, 35, -24, 92, 29, -93]]",2,0,0,[],33,"[0.2, 0.2, 0.1, 0.5]",33,3,[],,,instruct1,0
14,53753,mouselab,2256.0,"[[-148, 9, -15, -32, -27, -91], [170, -28, -148, 118, -33, -10], [-18, 76, 0, -54, 54, -19], [33, 35, -24, 92, 29, -93]]",2,0,1,[],35,"[0.2, 0.2, 0.1, 0.5]",35,3,[],,,instruct1,1
14,59192,mouselab,1576.0,"[[-148, 9, -15, -32, -27, -91], [170, -28, -148, 118, -33, -10], [-18, 76, 0, -54, 54, -19], [33, 35, -24, 92, 29, -93]]",2,0,2,[],-15,"[0.2, 0.2, 0.1, 0.5]",-15,0,[],,,instruct1,2
14,128822,mouselab,10125.0,"[[110, 5, 47, 12, -63, 140], [6, 13, -15, 27, -117, 64], [41, -60, -25, 103, -81, 127], [-15, -29, 62, -16, 9, 81]]",2,0,5,[],127,"[0.19, 0.32, 0.24, 0.25]",127,2,[],,,instruct2,0
14,132724,mouselab,2467.0,"[[33, 73, -21, 54, -43, 101], [-30, 25, 19, -2, 84, 120], [24, -125, -58, -7, -20, 38], [101, 53, 171, -97, 93, 208]]",2,0,5,[],208,"[0.2, 0.26, 0.34, 0.2]",208,3,[],,,instruct2,1
14,135768,mouselab,1817.0,"[[1, 32, 19, -36, -29, -103], [5, 17, -103, -183, -53, -189], [-11, 86, -48, -54, -114, 50], [-8, 75, -15, -133, 45, -174]]",2,0,1,[],32,"[0.26, 0.28, 0.2, 0.26]",32,0,[],,,instruct2,2
14,153364,mouselab,15417.0,"[[-11, -102, 88, 102, 38, 17], [-110, 39, 56, -7, -162, 144], [5, -29, -6, 30, -57, -11], [203, -95, -11, 98, -58, -3]]",2,6,2,"[0, 7, 8]",88,"[0.37, 0.25, 0.26, 0.12]",82,0,"[12272, 12635, 13021]",,,instruct3,0
14,161214,mouselab,6639.0,"[[77, -48, -30, -68, -94, -89], [-34, -28, -34, -12, 62, 22], [22, -5, 105, -167, 141, 35], [69, -45, -26, -178, -96, 91]]",2,6,0,"[18, 20, 22]",69,"[0.3, 0.21, 0.17, 0.32]",63,3,"[4056, 4821, 5370]",,,instruct3,1
14,164606,mouselab,2552.0,"[[46, -129, 29, 0, -78, -103], [-32, -120, 125, -84, -1, 40], [69, 55, 108, 169, -193, 8], [-8, -127, 97, 21, -70, 100]]",2,6,2,"[6, 7, 8]",29,"[0.16, 0.19, 0.2, 0.45]",23,0,"[1012, 1492, 1870]",,,instruct3,2
14,174490,mouselab,5981.0,"[[105, -31, -104, -11, 58, 158], [20, 75, 26, 148, 129, 37], [9, -82, 168, -129, -14, 4], [-61, 22, 114, -89, -31, 72]]",2,0,0,[],-61,"[0.17, 0.29, 0.3, 0.24]",-61,3,[],,,test,0
14,176420,mouselab,919.0,"[[-80, 3, 47, 109, -40, 136], [-48, 39, 24, 22, 18, -145], [-20, -11, -127, -85, 67, 83], [7, 150, -38, -44, 11, 54]]",2,0,2,[],-127,"[0.23, 0.17, 0.35, 0.25]",-127,2,[],,,test,1
14,178376,mouselab,788.0,"[[107, 94, -115, 65, 77, -14], [-60, -70, -48, 7, -39, -59], [2, -113, -137, -19, -87, 10], [-89, 46, 13, 109, 86, -54]]",2,0,3,[],109,"[0.31, 0.26, 0.23, 0.2]",109,3,[],,,test,2
14,179998,mouselab,781.0,"[[27, 107, -64, -19, 19, 57], [-136, -151, -4, 0, -4, -111], [-86, -80, 24, -59, 95, -90], [-77, -87, -6, -124, 36, -12]]",2,0,5,[],-12,"[0.38, 0.22, 0.13, 0.27]",-12,3,[],,,test,3
14,181512,mouselab,634.0,"[[84, -15, 29, 54, -138, 106], [-13, 116, 12, 50, 42, 22], [52, 61, -37, 61, 40, -36], [73, 78, -69, -49, 54, -23]]",2,0,4,[],42,"[0.24, 0.22, 0.38, 0.16]",42,1,[],,,test,4
14,183080,mouselab,588.0,"[[-24, -73, -19, -57, 43, -58], [49, -16, -51, 78, -111, 37], [-41, -63, -11, -99, -99, 120], [-185, -108, -102, 38, -72, 82]]",2,0,3,[],38,"[0.27, 0.26, 0.23, 0.24]",38,3,[],,,test,5
14,185384,mouselab,1029.0,"[[-21, -86, 11, -30, -54, -48], [60, -94, -32, 87, 37, 16], [75, -9, 31, -19, 46, -114], [69, 5, -73, -52, 44, 16]]",2,0,5,[],-114,"[0.16, 0.31, 0.28, 0.25]",-114,2,[],,,test,6
14,187384,mouselab,882.0,"[[101, -61, 102, -166, 37, 158], [-105, 14, -11, -32, 13, 58], [-99, -80, 46, 70, -38, -161], [-8, 6, 59, -121, 167, -56]]",2,0,0,[],-105,"[0.28, 0.16, 0.33, 0.23]",-105,1,[],,,test,7
14,193142,mouselab,1833.0,"[[44, -54, -3, 1, -15, 116], [-12, -12, 68, -57, 40, 116], [-2, -70, 53, -40, -45, 34], [-156, 55, -5, 24, -65, -4]]",2,0,1,[],-12,"[0.3500000000000001, 0.31, 0.21, 0.13]",-12,1,[],,,test,8
14,195876,mouselab,872.0,"[[-15, 22, -87, -155, 128, 8], [-15, -96, -63, 78, 32, 37], [-159, 107, 25, 96, 20, -4], [17, 34, -44, -118, 36, -60]]",2,0,2,[],-63,"[0.13, 0.32, 0.27, 0.28]",-63,1,[],,,test,9
21,141471,mouselab,117976.0,"[[38, 102, 32, 129, -46, 105], [-65, 22, -187, 59, 34, -62], [306, -43, 40, -151, 71, 159], [257, -61, -107, -144, 223, -156]]",2,0,0,[],38,"[0.2, 0.2, 0.1, 0.5]",38,0,[],,,instruct1,0
21,149686,mouselab,4656.0,"[[38, 102, 32, 129, -46, 105], [-65, 22, -187, 59, 34, -62], [306, -43, 40, -151, 71, 159], [257, -61, -107, -144, 223, -156]]",2,0,1,[],102,"[0.2, 0.2, 0.1, 0.5]",102,0,[],,,instruct1,1
21,152958,mouselab,1278.0,"[[38, 102, 32, 129, -46, 105], [-65, 22, -187, 59, 34, -62], [306, -43, 40, -151, 71, 159], [257, -61, -107, -144, 223, -156]]",2,0,2,[],-107,"[0.2, 0.2, 0.1, 0.5]",-107,3,[],,,instruct1,2
21,277710,mouselab,12024.0,"[[235, -106, 82, 208, -8, -180], [290, 263, -92, -152, -73, 73], [312, 2, -42, 268, -109, 176], [219, -14, 167, -128, 182, 44]]",2,0,0,[],219,"[0.38, 0.18, 0.18, 0.26]",219,3,[],,,instruct2,0
21,286101,mouselab,5048.0,"[[129, -245, -175, 54, 9, 150], [338, 87, 325, 26, 63, 412], [-320, -247, 238, -92, 224, 309], [-43, -408, -126, 95, 33, 140]]",2,0,5,[],150,"[0.26, 0.3, 0.23, 0.21]",150,0,[],,,instruct2,1
21,293582,mouselab,4624.0,"[[18, -130, 186, -21, -10, 224], [197, 191, 163, -212, 47, 267], [165, 2, -54, 118, 28, 215], [-84, 129, 126, 241, -81, 266]]",2,0,5,[],266,"[0.26, 0.27, 0.22, 0.25]",266,3,[],,,instruct2,2
21,355566,mouselab,48160.0,"[[-155, -142, 141, -37, -101, -211], [-113, 77, 49, 66, 116, -174], [-50, -165, -66, -22, 285, -132], [-55, 297, -184, 167, 56, 195]]",2,16,4,"[0, 13, 9, 15, 10, 4, 16, 22]",56,"[0.25, 0.26, 0.24, 0.25]",40,3,"[20247, 21999, 23728, 32447, 40359, 41239, 41855, 42823]",,,instruct3,0
21,370758,mouselab,10303.0,"[[-107, -68, 378, -154, -79, 127], [199, -83, 382, -138, 91, 106], [-91, -57, 96, 83, -30, -341], [-20, -10, -150, -181, 39, -268]]",2,10,2,"[23, 21, 13, 12, 18]",382,"[0.26, 0.29, 0.22, 0.23]",372,1,"[2998, 4487, 6159, 7535, 8031]",,,instruct3,1
21,384662,mouselab,10377.0,"[[50, -296, -10, -89, 60, 86], [20, 1, 60, -138, -284, 207], [-112, 183, 28, 4, 40, -7], [221, -6, 210, 64, -48, -14]]",2,8,2,"[16, 14, 19, 20]",-10,"[0.3, 0.3, 0.25, 0.15]",-18,0,"[3064, 4312, 5497, 8807]",,,instruct3,2
21,415054,mouselab,6033.0,"[[-68, 24, -350, 14, -107, -285], [233, 102, 226, 77, -138, -309], [-220, 157, 95, -12, -52, -115], [-174, 158, 30, 191, -127, 195]]",2,4,2,"[8, 14]",30,"[0.21, 0.29, 0.28, 0.22]",26,3,"[3207, 4400]",,,test,0
21,425646,mouselab,6272.0,"[[-334, 33, 30, -196, -69, 232], [90, 214, 207, -24, 109, -197], [-233, 192, -114, 49, -200, 75], [-133, 3, -132, -109, 6, -25]]",2,6,2,"[17, 15, 8]",30,"[0.33, 0.15, 0.32, 0.2]",24,0,"[2206, 3062, 4879]",,,test,1
21,435654,mouselab,8489.0,"[[-155, -86, -4, -151, -51, 9], [166, -92, -77, -10, 309, -43], [-41, 7, 187, 128, 128, -12], [54, 80, -58, -199, -321, 8]]",2,8,2,"[1, 3, 5, 14]",-4,"[0.34, 0.17, 0.27, 0.22]",-12,0,"[3351, 4480, 5344, 7367]",,,test,2
21,452885,mouselab,13415.0,"[[387, 98, 13, 81, -76, 114], [89, 223, 180, -36, 42, -10], [-60, -103, -338, 285, 121, 22], [-15, -305, -204, -211, -69, -288]]",2,16,3,"[6, 8, 10, 20, 22, 18, 11, 15]",-36,"[0.2, 0.28, 0.24, 0.28]",-52,1,"[4127, 5342, 6190, 6919, 9159, 10270, 11439, 12511]",,,test,3
21,463046,mouselab,6280.0,"[[93, -182, -22, 36, 86, 152], [-99, 115, 101, 276, -154, -1], [233, -6, 80, -72, 38, -349], [295, 226, 207, -25, -79, -331]]",2,6,0,"[18, 12, 6]",93,"[0.27, 0.2, 0.23, 0.3]",87,0,"[2534, 4430, 5239]",,,test,4
21,473350,mouselab,7528.0,"[[185, -30, -92, 145, -174, 119], [208, 204, -32, -9, 199, 190], [96, -136, -279, 92, 149, -59], [-165, 251, -201, -378, 106, 44]]",2,10,0,"[0, 1, 18, 6, 12]",185,"[0.27999999999999997, 0.26, 0.21, 0.25]",175,0,"[2215, 2927, 3895, 4767, 6432]",,,test,5
21,486062,mouselab,10089.0,"[[-353, 81, 97, 334, -263, 82], [65, 50, 19, 132, -63, -135], [66, -84, -11, 3, 43, -106], [124, -84, -160, 32, -57, -81]]",2,10,0,"[6, 7, 0, 18, 12]",66,"[0.26, 0.3, 0.19, 0.25]",56,2,"[2263, 2975, 4408, 5991, 8375]",,,test,6
21,497350,mouselab,9112.0,"[[17, -36, 56, 21, 52, -11], [14, -228, -52, -141, 51, 112], [240, -81, 234, 61, -78, 342], [-75, 38, 49, -27, 85, -77]]",2,14,5,"[6, 8, 9, 11, 5, 17, 23]",112,"[0.21, 0.31, 0.27, 0.21]",98,1,"[2015, 2688, 3471, 4303, 5144, 5679, 6327]",,,test,7
21,510758,mouselab,10360.0,"[[204, 267, 172, 21, -99, 44], [101, 108, 96, -72, 176, 39], [17, -162, -313, 105, 50, -111], [-65, -135, -47, -81, -147, -91]]",2,10,0,"[0, 1, 13, 12, 6]",101,"[0.3, 0.2, 0.26, 0.24]",91,1,"[4912, 5600, 7775, 8215, 9128]",,,test,8
21,524838,mouselab,9911.0,"[[37, 25, -84, -88, -256, -197], [30, -188, -107, 247, -74, 33], [84, -151, 105, -294, 105, -116], [-5, -92, 110, 165, -165, 212]]",2,14,0,"[0, 2, 12, 13, 6, 18, 15]",30,"[0.36, 0.18, 0.2, 0.26]",16,1,"[2280, 3767, 4809, 5176, 5815, 6320, 8783]",,,test,9
8,52122,mouselab,31077.0,"[[-44, 75, -250, -223, -266, -15], [80, 117, 283, 14, -3, -89], [-134, -77, 70, -173, -110, -9], [259, -236, 125, 279, -202, -394]]",2,0,0,[],80,"[0.2, 0.2, 0.1, 0.5]",80,1,[],,,instruct1,0
8,65160,mouselab,10360.0,"[[-44, 75, -250, -223, -266, -15], [80, 117, 283, 14, -3, -89], [-134, -77, 70, -173, -110, -9], [259, -236, 125, 279, -202, -394]]",2,0,1,[],75,"[0.2, 0.2, 0.1, 0.5]",75,0,[],,,instruct1,1
8,69823,mouselab,2144.0,"[[-44, 75, -250, -223, -266, -15], [80, 117, 283, 14, -3, -89], [-134, -77, 70, -173, -110, -9], [259, -236, 125, 279, -202, -394]]",2,0,2,[],125,"[0.2, 0.2, 0.1, 0.5]",125,3,[],,,instruct1,2
8,184337,mouselab,10549.0,"[[122, 77, -41, -45, -78, 33], [294, -143, 210, 183, -131, 249], [167, -4, -95, -150, 147, -114], [154, 93, 95, -140, -107, 71]]",2,0,0,[],294,"[0.13, 0.6, 0.22, 0.05]",294,1,[],,,instruct2,0
8,200799,mouselab,13307.0,"[[16, 168, -59, 19, 225, -28], [68, 11, -202, -279, 101, -62], [-117, 46, 88, -243, 253, 187], [76, 131, -60, 167, 189, -17]]",2,0,4,[],101,"[0.32, 0.41, 0.16, 0.11]",101,1,[],,,instruct2,1
8,212097,mouselab,7840.0,"[[41, 13, 40, 109, 48, -93], [-11, -12, -147, 330, -63, 313], [-113, 236, -109, 297, 36, -9], [118, -111, -13, 281, -35, 264]]",2,0,3,[],330,"[0.26, 0.38, 0.24, 0.12]",330,1,[],,,instruct2,2
8,244325,mouselab,27687.0,"[[80, -93, -72, -174, 100, -64], [168, 106, -153, -71, -51, 123], [96, 231, -240, -306, -193, 69], [39, -153, 152, -175, 190, 30]]",2,6,0,"[0, 2, 3]",168,"[0.48, 0.23, 0.22, 0.07]",162,1,"[17981, 19673, 21430]",,,instruct3,0
8,265178,mouselab,17831.0,"[[219, 1, -44, 189, -147, -102], [204, -143, 114, -133, 101, -32], [102, -107, -146, -46, 166, -141], [189, -150, 25, -64, -101, 175]]",2,6,4,"[12, 15, 16]",-147,"[0.26, 0.26, 0.28, 0.2]",-153,0,"[12032, 13467, 14201]",,,instruct3,1
8,274474,mouselab,6730.0,"[[7, -186, 84, -238, -15, 84], [16, 118, 52, 14, -28, 93], [-153, 311, -66, -170, 108, 21], [-80, 94, -143, 9, -199, 152]]",2,6,2,"[0, 1, 2]",84,"[0.25, 0.19, 0.07, 0.49]",78,0,"[3048, 3678, 4194]",,,instruct3,2
8,297769,mouselab,12504.0,"[[126, -266, -261, -16, -142, 438], [-4, 211, 86, 20, -41, -178], [117, -96, 122, -12, -87, 195], [55, 216, -168, 116, 21, -308]]",2,6,5,"[13, 15, 16]",195,"[0.03, 0.11, 0.44, 0.42]",189,2,"[6368, 8425, 9530]",,,test,0
8,308251,mouselab,7863.0,"[[181, 56, 145, 93, 91, -55], [-133, -146, -104, -21, -97, 119], [-63, 7, 312, 80, 79, -526], [340, 135, -29, -236, 132, -267]]",2,6,2,"[1, 2, 3]",145,"[0.49, 0.02, 0.2, 0.29]",139,0,"[2895, 4056, 6400]",,,test,1
8,322857,mouselab,10314.0,"[[88, 57, -23, 56, 85, -55], [36, 152, -57, 65, -68, 25], [-419, -161, 115, 142, 111, 40], [442, -49, -83, 108, 15, 362]]",2,6,1,"[8, 7, 10]",152,"[0.029999999999999992, 0.37, 0.27, 0.33]",146,1,"[4761, 6474, 8732]",,,test,2
8,333997,mouselab,8862.0,"[[30, -108, 149, -161, -152, -301], [128, -127, -75, 44, 109, 240], [-150, 94, 34, 162, -202, 20], [-133, 148, 99, -205, 72, 215]]",2,6,0,"[3, 1, 4]",128,"[0.53, 0.28, 0.02, 0.17]",122,1,"[3545, 4662, 7186]",,,test,3
8,344131,mouselab,7347.0,"[[111, 157, -138, -259, -13, -435], [-125, -2, -143, -7, -104, -191], [77, 83, 9, 231, -19, -78], [9, 153, -165, 44, -100, -105]]",2,6,3,"[12, 14, 15]",231,"[0.06, 0.11, 0.45, 0.38]",225,2,"[3900, 5183, 6107]",,,test,4
8,353284,mouselab,6916.0,"[[-222, 133, 160, -204, -18, 60], [237, -152, 92, 16, -96, 51], [16, -32, 124, -139, 136, -223], [-42, 2, -109, -154, -194, -143]]",2,6,2,"[14, 15, 17]",124,"[0.07000000000000012, 0.14, 0.71, 0.08]",118,2,"[2791, 3892, 5285]",,,test,5
8,362818,mouselab,7521.0,"[[-15, 102, -79, -66, -255, -221], [-97, -267, -3, 73, 177, 176], [23, 131, 159, -54, -41, -224], [-100, -270, -101, 71, -93, -1]]",2,6,1,"[0, 2, 4]",131,"[0.45999999999999996, 0.07, 0.39, 0.08]",125,2,"[3623, 4610, 5796]",,,test,6
8,372889,mouselab,7684.0,"[[44, -50, -65, -263, 181, 15], [189, -177, 168, -135, 320, 42], [-40, 119, -197, 201, 119, 56], [133, 279, 69, 0, 179, -130]]",2,6,4,"[1, 2, 3]",181,"[0.54, 0.01, 0.15, 0.3]",175,0,"[4203, 5256, 6225]",,,test,7
8,385062,mouselab,8809.0,"[[56, 21, 87, 114, 344, 196], [-82, -269, 110, -21, 41, -168], [-115, -65, 150, 133, 149, -206], [353, 78, -24, -228, -209, 32]]",2,6,2,"[8, 10, 6]",110,"[0.03, 0.5, 0.06, 0.41]",104,1,"[4065, 5509, 7307]",,,test,8
8,395643,mouselab,6607.0,"[[71, 72, 16, 139, 23, 41], [-121, -89, 88, -65, 52, -45], [-112, -188, -182, -60, 190, -184], [-74, 195, 63, 171, -202, 76]]",2,6,1,"[19, 21, 22]",195,"[0.01, 0.24, 0.04, 0.71]",189,3,"[2549, 3788, 4788]",,,test,9
19,111209,mouselab,98190.0,"[[-64, -87, -29, 58, -53, -7], [45, 173, 103, -25, 68, -168], [18, -60, 26, -1, 55, 65], [-23, -10, -80, 11, 183, 43]]",2,0,0,[],45,"[0.2, 0.2, 0.1, 0.5]",45,1,[],,,instruct1,0
19,241833,mouselab,115635.0,"[[-64, -87, -29, 58, -53, -7], [45, 173, 103, -25, 68, -168], [18, -60, 26, -1, 55, 65], [-23, -10, -80, 11, 183, 43]]",2,0,2,[],103,"[0.2, 0.2, 0.1, 0.5]",103,1,[],,,instruct1,1
19,263762,mouselab,18586.0,"[[-64, -87, -29, 58, -53, -7], [45, 173, 103, -25, 68, -168], [18, -60, 26, -1, 55, 65], [-23, -10, -80, 11, 183, 43]]",2,0,4,[],183,"[0.2, 0.2, 0.1, 0.5]",183,3,[],,,instruct1,2
19,489431,mouselab,9867.0,"[[-228, -34, -7, 39, 50, 42], [69, 3, -31, 67, 91, 64], [-92, 8, -137, -68, 88, 54], [28, -105, -82, -18, 52, 3]]",2,0,4,[],52,"[0.33999999999999997, 0.3, 0.14, 0.22]",52,3,[],,,instruct2,0
19,496117,mouselab,4446.0,"[[-135, 121, -118, 98, -51, -152], [146, 172, -9, -52, 37, -60], [28, 161, 47, 9, 125, 45], [75, 103, 6, -106, 31, -17]]",2,0,1,[],172,"[0.21000000000000002, 0.21, 0.32, 0.26]",172,1,[],,,instruct2,1
19,503790,mouselab,5520.0,"[[93, -96, -94, 41, 59, 63], [47, -71, 36, -7, 1, -17], [147, -47, 132, -77, 109, 126], [40, 2, -105, 10, 14, -52]]",2,0,0,[],93,"[0.28, 0.15, 0.25, 0.32]",93,0,[],,,instruct2,2
19,577445,mouselab,67143.0,"[[-86, -118, 8, 83, 44, 36], [-20, 100, -59, 67, 6, 58], [-1, -112, 78, 11, -4, -71], [-55, -36, -123, 90, 105, -40]]",2,48,2,"[8, 4, 6, 0, 16, 14, 19, 7, 2, 15, 3, 20, 23, 11, 9, 10, 5, 12, 18, 13, 1, 22, 21, 17]",78,"[0.3, 0.26, 0.29, 0.15]",30,2,"[3246, 5142, 8159, 9446, 11216, 12446, 14384, 15775, 17222, 19782, 21111, 22624, 23630, 25070, 26470, 27359, 28439, 31336, 32711, 33631, 34358, 35471, 36102, 37079]",,,instruct3,0
19,600998,mouselab,12465.0,"[[4, 63, 43, -169, 63, 56], [-10, 35, -13, 51, -14, -93], [23, 28, 102, -69, 74, -21], [-14, 9, -2, 105, -21, -56]]",2,0,1,[],63,"[0.25, 0.16, 0.35, 0.24]",63,0,[],,,instruct3,1
19,609443,mouselab,2200.0,"[[-80, 3, 47, 109, -40, 136], [-48, 39, 24, 22, 18, -145], [-20, -11, -127, -85, 67, 83], [7, 150, -38, -44, 11, 54]]",2,0,4,[],11,"[0.23, 0.17, 0.35, 0.25]",11,3,[],,,instruct3,2
