Other,Rand,SAT_TTB,TTB,TTB_SAT,WADD,alpha,click_var_gamble,click_var_outcome,cost,nr_clicks,payoff_gross,payoff_gross_by_strategy,payoff_gross_relative,payoff_gross_relative_by_strategy,payoff_matrix,payoff_net,payoff_net_by_strategy,payoff_net_relative,payoff_net_relative_by_strategy,payoff_perfect,probabilities,problem_id,processing_pattern,sigma,trial_weight_con,trial_weight_exp,trial_weight
0.0,0.0,0.846,0.0,0.154,0.0,0.3,0.10869444444444444,0.1875,4.0,1.413,56.62671000000001,"[47.95155844155828, 58.20587470449183, 0.0, 0.0, 0.0, 0.0]",0.8861492598040749,"[0.7503921386115995, 0.9108615490045993, 0.0, 0.0, 0.0, 0.0]","[[-78, 47, -34, 184, -97, -79], [-99, 36, -76, 99, -22, 31], [-87, 88, 57, 26, 142, 59], [88, -44, 138, 16, 128, 71]]",50.97471000000001,"[38.756753246753114, 53.19878250591027, 0.0, 0.0, 0.0, 0.0]",0.7977013239022254,"[0.6065029771643032, 0.8325057510861988, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.19, 0.01, 0.45, 0.35]",YwmSZ9XOPRdJfbN,-1.0,75.0,0.9514563106796116,0.9494949494949495,0.9504950495049505
0.0,0.0,0.485,0.0,0.515,0.0,0.3,0.08246,0.14362166666666665,1.0,2.397,61.17627,"[52.654796116504905, 70.22484536082472, 0.0, 0.0, 0.0, 0.0]",0.957345153516322,"[0.8239929284921383, 1.0989459697791162, 0.0, 0.0, 0.0, 0.0]","[[-78, 47, -34, 184, -97, -79], [-99, 36, -76, 99, -22, 31], [-87, 88, 57, 26, 142, 59], [88, -44, 138, 16, 128, 71]]",58.77927,"[49.223728155339835, 68.92587628865977, 0.0, 0.0, 0.0, 0.0]",0.9198345904666518,"[0.7703002747228566, 1.0786184515141957, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.19, 0.01, 0.45, 0.35]",YwmSZ9XOPRdJfbN,-0.7675092153765141,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.6629999999999999,0.0,0.337,0.0,3.2,0.04189061130007559,0.15962715702947844,1.0,3.971,67.80999999999997,"[67.81000000000026, 67.80999999999979, 0.0, 0.0, 0.0, 0.0]",1.3243364646602738,"[1.3243364646602789, 1.3243364646602849, 0.0, 0.0, 0.0, 0.0]","[[-9, -78, -36, -68, -82, 62], [135, -24, -85, -12, 1, -37], [-114, 88, -33, 158, -29, -49], [34, 60, -124, 8, -30, 180]]",63.83899999999997,"[61.13344213649865, 65.21422322775251, 0.0, 0.0, 0.0, 0.0]",1.246782415092866,"[1.1939425841551947, 1.273640670034029, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.3, 0.28, 0.07, 0.35]",uosTR7R5rWOZ2TL,-0.9060096153846152,75.0,1.029126213592233,1.0303030303030303,1.0297029702970297
0.0,0.0,0.64,0.0,0.36,0.0,3.2,0.09176388888888888,0.1875,4.0,1.7309999999999999,34.416129999999995,"[37.22388888888898, 32.8367656250001, 0.0, 0.0, 0.0, 0.0]",0.6721506552350448,"[0.7269864829968733, 0.6413055021190137, 0.0, 0.0, 0.0, 0.0]","[[40, -1, 19, 112, 19, 75], [47, -114, -98, -38, 13, 86], [-90, -72, -11, -87, 87, 65], [-102, 34, -87, 15, -12, 57]]",27.492130000000003,"[26.735000000000042, 27.918015625000145, 0.0, 0.0, 0.0, 0.0]",0.5369242036599419,"[0.5221373747631971, 0.5452417949143599, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.45, 0.2, 0.18, 0.17]",B7AmiGrF0VHtZKs,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.22,0.163,0.617,0.0,0.3,0.010258333333333336,0.1875,1.0,4.49,72.14,"[72.13999999999956, 72.13999999999979, 72.13999999999992, 0.0, 0.0, 0.0]",1.1289161528590657,"[1.1289161528590776, 1.128916152859063, 1.1289161528590632, 0.0, 0.0, 0.0]","[[-131, 85, 56, -12, -48, 108], [77, -51, -7, -137, 64, 40], [-42, 53, -43, -68, 81, 65], [67, -79, -44, 141, 59, -110]]",67.65,"[67.92930307941609, 67.98545454545436, 66.13999999999996, 0.0, 0.0, 0.0]",1.0586523113517572,"[1.0630231147603604, 1.063901826945233, 1.0350223780163397, 0.0, 0.0, 0.0]",63.90200000000002,"[0.06000000000000001, 0.04, 0.88, 0.02]",PCWdMJAPeV3vIAW,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.8690000000000001,0.0,0.131,0.0,3.2,0.05595555555555557,0.1875,4.0,2.519,12.449000000000002,"[4.540000000000003, 13.64126582278494, 0.0, 0.0, 0.0, 0.0]",0.2431302853348437,"[0.08866667968673704, 0.2664153628260966, 0.0, 0.0, 0.0, 0.0]","[[-96, -56, -98, 47, -66, 28], [14, -71, 27, 42, 25, -47], [-2, 87, 17, -40, 66, -69], [112, -22, -4, -108, -63, 30]]",2.373000000000001,"[-3.4599999999999924, 3.252313003452261, 0.0, 0.0, 0.0, 0.0]",0.04634494072612936,"[-0.06757416557623584, 0.06351801658989184, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.3, 0.22, 0.08, 0.4]",iubSyA0EPXwngsD,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.361,0.163,0.47600000000000003,0.0,0.3,0.042086111111111116,0.1875,4.0,3.4389999999999996,54.01,"[54.009999999999536, 54.0099999999999, 54.01000000000016, 0.0, 0.0, 0.0]",0.8452004632092894,"[0.8452004632092837, 0.845200463209289, 0.845200463209292, 0.0, 0.0, 0.0]","[[-53, 18, 23, -85, 45, -33], [-49, 130, -42, -100, 156, -80], [-29, 8, -51, -42, 21, 17], [4, 19, 36, -77, -8, 23]]",40.254,"[38.64865546218486, 46.996149584487654, 30.010000000000122, 0.0, 0.0, 0.0]",0.6299333354198616,"[0.6048113589900919, 0.7354409812601713, 0.4696253638383764, 0.0, 0.0, 0.0]",63.90200000000002,"[0.5, 0.19, 0.15, 0.16]",mlhb2P64mtEuQDH,-1.0,75.0,0.9514563106796116,0.9494949494949495,0.9504950495049505
0.0,0.0,0.603,0.0,0.397,0.0,0.3,0.06903611111111113,0.1875,4.0,2.3209999999999997,68.68663000000001,"[61.815340050377465, 73.210514096186, 0.0, 0.0, 0.0, 0.0]",1.0748744953209604,"[0.9673459367528082, 1.1456685877779365, 0.0, 0.0, 0.0, 0.0]","[[-90, 14, -114, -41, 210, 42], [-91, 101, 22, 57, 105, 86], [94, -30, 150, -10, -154, 52], [-78, -66, 54, 90, -24, 34]]",59.40263,"[48.16294710327432, 66.80255389718081, 0.0, 0.0, 0.0, 0.0]",0.9295895277143124,"[0.7537001518461792, 1.0453906590901862, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.01999999999999999, 0.01, 0.47, 0.5]",VHZfp8VcgwqWdru,-1.0,75.0,0.9514563106796116,0.9494949494949495,0.9504950495049505
0.0,0.0,0.38799999999999996,0.0,0.612,0.0,3.2,0.06861944444444447,0.1875,1.0,2.293,51.3562,"[50.59686274509784, 52.553917525773194, 0.0, 0.0, 0.0, 0.0]",1.002992012186786,"[0.9881620753685909, 1.0263835620134143, 0.0, 0.0, 0.0, 0.0]","[[40, -1, 19, 112, 19, 75], [47, -114, -98, -38, 13, 86], [-90, -72, -11, -87, 87, 65], [-102, 34, -87, 15, -12, 57]]",49.0632,"[47.59522875816975, 51.378659793814435, 0.0, 0.0, 0.0, 0.0]",0.9582094799132864,"[0.9295398464576256, 1.0034306543330365, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.45, 0.2, 0.18, 0.17]",B7AmiGrF0VHtZKs,-1.0,75.0,1.029126213592233,1.0303030303030303,1.0297029702970297
0.0,0.0,0.225,0.0,0.775,0.0,3.2,0.02678333333333334,0.1875,4.0,3.5239999999999996,2.923890000000001,"[2.8914967741935276, 3.035466666666656, 0.0, 0.0, 0.0, 0.0]",0.057103880631994224,"[0.05647123750939435, 0.059282984720947625, 0.0, 0.0, 0.0, 0.0]","[[-22, -114, 79, 5, 92, -114], [-33, 60, -77, -61, 40, 174], [-71, 31, -34, -6, -5, 13], [-49, 92, 93, 56, 67, -111]]",-11.17211,"[-12.318825806451564, -7.222311111111127, 0.0, 0.0, 0.0, 0.0]",-0.218192488721364,"[-0.24058796958091822, -0.1410524990940197, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.25, 0.11, 0.47, 0.17]",f2xpn3YCjwjoU5x,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.7609999999999999,0.0,0.239,0.0,3.2,0.09405555555555556,0.1875,1.0,1.692,90.24518,"[102.45665271966543, 86.4100394218131, 0.0, 0.0, 0.0, 0.0]",1.7624979005136419,"[2.0009892529669298, 1.6875971998088717, 0.0, 0.0, 0.0, 0.0]","[[87, 10, 22, -15, 44, 161], [93, 107, -71, -46, 3, 182], [-167, 82, -41, 30, -43, -5], [127, 73, -100, -78, 2, -23]]",88.55318,"[99.84577405857755, 85.00662286465146, 0.0, 0.0, 0.0, 0.0]",1.7294529617405228,"[1.9499985168559915, 1.6601883261655062, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.19, 0.51, 0.1, 0.2]",B9PWF5Bu1hHzIBA,-1.0,75.0,1.029126213592233,1.0303030303030303,1.0297029702970297
0.0,0.0,0.653,0.0,0.34700000000000003,0.0,0.3,0.06804722222222223,0.1875,4.0,2.364,47.53303999999999,"[49.14999999999981, 46.673797856048836, 0.0, 0.0, 0.0, 0.0]",0.7438427592250633,"[0.7691465055866833, 0.7303965111584825, 0.0, 0.0, 0.0, 0.0]","[[140, 81, 49, 185, 81, -77], [52, 14, -168, 7, -3, 51], [-119, 61, -183, 64, -31, 6], [49, -53, -44, -94, 23, -90]]",38.077040000000004,"[37.11541786743493, 38.58803981623259, 0.0, 0.0, 0.0, 0.0]",0.5958661700729241,"[0.5808177814064528, 0.6038627870212605, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.04, 0.29, 0.65, 0.02]",lIbaNiqegro6KIA,-1.0,75.0,0.9514563106796116,0.9494949494949495,0.9504950495049505
0.0,0.0,0.262,0.0,0.738,0.0,0.3,0.0497450925925926,0.15889263888888888,1.0,3.205,46.415440000000004,"[46.67653116531166, 45.68000000000016, 0.0, 0.0, 0.0, 0.0]",0.7263534787643579,"[0.7304392846125557, 0.7148446058026331, 0.0, 0.0, 0.0, 0.0]","[[-69, 20, -39, -17, -12, -39], [-84, 32, 105, 26, 11, 10], [55, 72, -55, -6, -46, 98], [-48, 65, 13, 95, 7, -61]]",43.210440000000006,"[42.8282926829268, 44.286870229007796, 0.0, 0.0, 0.0, 0.0]",0.6761985540358674,"[0.6702183450115268, 0.693043570295257, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.02, 0.47, 0.14, 0.37]",02RpShoPR0hc5AX,-0.8770958684316084,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.81,0.0,0.19,0.0,3.2,0.056182407407407424,0.18494444444444447,4.0,2.427,3.4401399999999986,"[27.739999999999867, -2.259827160493837, 0.0, 0.0, 0.0, 0.0]",0.06718629767787042,"[0.541765130949358, -0.04413466321297252, 0.0, 0.0, 0.0, 0.0]","[[2, 30, -23, 26, 24, -26], [-77, 73, -11, 60, -57, 2], [-44, -40, -49, -44, 100, -98], [31, 24, -31, -144, -34, -8]]",-6.2678600000000015,"[19.255789473684118, -12.254888888888981, 0.0, 0.0, 0.0, 0.0]",-0.12241196804874716,"[0.37606760294678543, -0.23933927482547498, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.2, 0.3, 0.19, 0.31]",2O9UAcifjV8B4g6,-0.9834710743801652,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.847,0.153,0.0,0.0,0.3,0.0418,0.1875,4.0,3.452,79.61999999999998,"[0.0, 79.62000000000099, 79.6200000000002, 0.0, 0.0, 0.0]",1.2459703921629992,"[0.0, 1.2459703921630065, 1.2459703921630016, 0.0, 0.0, 0.0]","[[10, -11, 78, -20, 94, 69], [-36, -45, 82, -86, -100, 31], [-48, -38, -84, 6, 116, -74], [114, 25, -50, -68, 52, 53]]",65.812,"[0.0, 67.65305785124059, 55.61999999999995, 0.0, 0.0, 0.0]",1.029889518324935,"[0.0, 1.0587001635510613, 0.870395292792086, 0.0, 0.0, 0.0]",63.90200000000002,"[0.09, 0.1, 0.61, 0.2]",rVjVpCboG0KJwv1,-1.0,75.0,0.9514563106796116,0.9494949494949495,0.9504950495049505
